"id","time","DV","outcome"
"71",12,2.50205990630567,"1CMT_IV"
"71",16,1.74828747727467,"1CMT_IV"
"71",24,0.853577842476585,"1CMT_IV"
"72",0,9.30316356200423,"1CMT_IV"
"72",0.5,9.04726638093845,"1CMT_IV"
"72",1,8.79840802777685,"1CMT_IV"
"72",1.5,8.55639488921718,"1CMT_IV"
"72",2,8.32103867757549,"1CMT_IV"
"72",2.5,8.09215628429719,"1CMT_IV"
"72",3,7.86956963749752,"1CMT_IV"
"72",3.5,7.65310556342049,"1CMT_IV"
"72",4,7.44259565170866,"1CMT_IV"
"72",5,7.0387877084022,"1CMT_IV"
"72",6,6.65688890307771,"1CMT_IV"
"72",7,6.29571052626312,"1CMT_IV"
"72",8,5.95412836350254,"1CMT_IV"
"72",9,5.63107919609322,"1CMT_IV"
"72",10,5.32555749167976,"1CMT_IV"
"72",11,5.03661227440441,"1CMT_IV"
"72",12,4.76334416487162,"1CMT_IV"
"72",16,3.81070851144187,"1CMT_IV"
"72",24,2.43889591769452,"1CMT_IV"
"77",0,6.45103779399951,"1CMT_IV"
"77",0.5,6.29568685321277,"1CMT_IV"
"77",1,6.14407700270856,"1CMT_IV"
"77",1.5,5.99611815126225,"1CMT_IV"
"77",2,5.85172237718486,"1CMT_IV"
"77",2.5,5.71080387607733,"1CMT_IV"
"77",3,5.57327890984285,"1CMT_IV"
"77",3.5,5.43906575692716,"1CMT_IV"
"77",4,5.30808466375708,"1CMT_IV"
"77",5,5.0555091990556,"1CMT_IV"
"77",6,4.81495207419048,"1CMT_IV"
"77",7,4.5858414185226,"1CMT_IV"
"77",8,4.36763257282743,"1CMT_IV"
"77",9,4.15980679448983,"1CMT_IV"
"77",10,3.96187002430973,"1CMT_IV"
"77",11,3.77335171198714,"1CMT_IV"
"77",12,3.59380369749434,"1CMT_IV"
"77",16,2.95707681467424,"1CMT_IV"
"77",24,2.00206934582486,"1CMT_IV"
"81",0,7.90736399301562,"1CMT_IV"
"81",0.5,7.48810778232914,"1CMT_IV"
"81",1,7.0910809480005,"1CMT_IV"
"81",1.5,6.715104866647,"1CMT_IV"
"81",2,6.3590634066561,"1CMT_IV"
"81",2.5,6.02189961481035,"1CMT_IV"
"81",3,5.70261257859072,"1CMT_IV"
"81",3.5,5.40025445484369,"1CMT_IV"
"81",4,5.11392765599134,"1CMT_IV"
"81",5,4.58601311421651,"1CMT_IV"
"81",6,4.11259558181779,"1CMT_IV"
"81",7,3.68804929213046,"1CMT_IV"
"81",8,3.30732923055176,"1CMT_IV"
"81",9,2.96591118307514,"1CMT_IV"
"81",10,2.65973797365878,"1CMT_IV"
"81",11,2.38517125155035,"1CMT_IV"
"81",12,2.13894825564201,"1CMT_IV"
"81",16,1.38332150245313,"1CMT_IV"
"81",24,0.578587206097389,"1CMT_IV"
"87",0,17.6747682167264,"1CMT_IV"
"87",0.5,15.6368349570329,"1CMT_IV"
"87",1,13.8338791476821,"1CMT_IV"
"87",1.5,12.2388074567865,"1CMT_IV"
"87",2,10.8276504634198,"1CMT_IV"
"87",2.5,9.57920246494153,"1CMT_IV"
"87",3,8.4747028151997,"1CMT_IV"
"87",3.5,7.49755400502355,"1CMT_IV"
"87",4,6.63307224855412,"1CMT_IV"
"87",5,5.19164487698935,"1CMT_IV"
"87",6,4.06345287956799,"1CMT_IV"
"87",7,3.18042733963818,"1CMT_IV"
"87",8,2.4892913397813,"1CMT_IV"
"87",9,1.94834552485488,"1CMT_IV"
"87",10,1.52495219163682,"1CMT_IV"
"87",11,1.19356610884055,"1CMT_IV"
"87",12,0.934193257982512,"1CMT_IV"
"87",16,0.350588550770701,"1CMT_IV"
"87",24,0.0493764349585128,"1CMT_IV"
"88",0,36.5465293854281,"1CMT_IV"
"88",0.5,31.3240900017668,"1CMT_IV"
"88",1,26.8479286799259,"1CMT_IV"
"88",1.5,23.0114035032375,"1CMT_IV"
"88",2,19.7231115108234,"1CMT_IV"
"88",2.5,16.9047110756911,"1CMT_IV"
"88",3,14.4890554614454,"1CMT_IV"
"88",3.5,12.418593090699,"1CMT_IV"
"88",4,10.6439964125151,"1CMT_IV"
"88",5,7.81932679677472,"1CMT_IV"
"88",6,5.74425894045483,"1CMT_IV"
"88",7,4.21986593380462,"1CMT_IV"
"88",8,3.10001145210818,"1CMT_IV"
"88",9,2.27734035961124,"1CMT_IV"
"88",10,1.67298708202749,"1CMT_IV"
"88",11,1.22901513812746,"1CMT_IV"
"88",12,0.902863044176,"1CMT_IV"
"88",16,0.262954408114976,"1CMT_IV"
"88",24,0.0223047630033996,"1CMT_IV"
"89",0,6.076243543189,"1CMT_IV"
"89",0.5,5.81371274032879,"1CMT_IV"
"89",1,5.56252487031196,"1CMT_IV"
"89",1.5,5.32218984921659,"1CMT_IV"
"89",2,5.09223876773706,"1CMT_IV"
"89",2.5,4.87222297631138,"1CMT_IV"
"89",3,4.66171320977663,"1CMT_IV"
"89",3.5,4.46029874984462,"1CMT_IV"
"89",4,4.26758662376375,"1CMT_IV"
"89",5,3.90678164266565,"1CMT_IV"
"89",6,3.57648107679379,"1CMT_IV"
"89",7,3.27410591699627,"1CMT_IV"
"89",8,2.99729519758007,"1CMT_IV"
"89",9,2.74388756173118,"1CMT_IV"
"89",10,2.51190438549454,"1CMT_IV"
