id,outcome,t0,t1,t2,t4,t6,t8,t12,t24
2179,1CMT_IV,1,0.931579877034431,0.866356242642983,0.744908075132563,0.634542595417436,0.534248458729825,0.360281862154846,0
2181,1CMT_IV,1,0.924270478211759,0.85288799558862,0.722180353383985,0.606047833818004,0.502865174615661,0.329734338751267,0
2184,1CMT_IV,1,0.952100372673073,0.904793147651685,0.811926688814232,0.721343091475497,0.632986237886535,0.462735154538612,0
2186,1CMT_IV,1,0.93335774787069,0.869649206710588,0.750522353801082,0.641652996538218,0.54215790654509,0.368131321230595,0
2187,1CMT_IV,1,0.909886327866977,0.826703494039537,0.679039077224341,0.553215536394577,0.446002412417981,0.276803973323169,0
2190,1CMT_IV,1,0.95485138711511,0.910021453211171,0.821308640711577,0.733843757331561,0.647609248367992,0.478762366119864,0
2193,1CMT_IV,1,0.862298487335403,0.74294588874177,0.549833164573898,0.404756612197447,0.295767387690724,0.152377395573353,0
2194,1CMT_IV,1,0.74588956616207,0.556294047191649,0.309288675881478,0.171783976947613,0.0952368875924188,0.0289021302634916,0
2195,1CMT_IV,1,0.952049005426645,0.904695704067226,0.811752473663331,0.721111815827666,0.63271668670229,0.462441870153396,0
2200,1CMT_IV,1,0.357498200323727,0.127804963226864,0.0163341086109722,0.00208758013407467,0.000266803085738323,4.3579719033108e-06,0
2202,1CMT_IV,1,0.949445042255864,0.899764473001495,0.802966268533436,0.709487512359688,0.619214372441331,0.447848997253412,0
2203,1CMT_IV,1,0.947449965856615,0.89599740600566,0.796293507620583,0.700710628661595,0.609078436760703,0.437019695050163,0
2205,1CMT_IV,1,0.95221751257641,0.905015386303496,0.812324106800141,0.721870790609148,0.633601403739247,0.463404773555223,0
2210,1CMT_IV,1,0.837969019382509,0.701786820077363,0.491132000274584,0.342327533893676,0.237213541080042,0.110511559516021,0
2213,1CMT_IV,1,0.790001979689319,0.623945584545174,0.388802883438334,0.241770731676608,0.149833139950721,0.0563992268069669,0
2214,1CMT_IV,1,0.810270238133253,0.656298182193257,0.429940768338873,0.280864807281097,0.182685375969887,0.0754417323972781,0
2216,1CMT_IV,1,0.819809919676616,0.671799268402248,0.450355365971292,0.300942530463198,0.200130563326152,0.0862161393830475,0
2217,1CMT_IV,1,0.83909157084635,0.703661185462,0.493736661226657,0.345027468527284,0.239682825857011,0.112193145442045,0
2219,1CMT_IV,1,0.873594258290952,0.762436285102214,0.578728422537496,0.436667254725661,0.326811448238593,0.176167148136096,0
2220,1CMT_IV,1,0.94655011285514,0.894301416148127,0.793300222292152,0.696787659979791,0.604564248270619,0.432230884950781,0
2223,1CMT_IV,1,0.921182796452264,0.847231981032072,0.712746209979389,0.594354790506759,0.490131658981167,0.317610912387767,0
2235,1CMT_IV,1,0.784048723343642,0.614593894863305,0.377284498458709,0.231163954774173,0.141191903055403,0.051681181921422,0
2242,1CMT_IV,1,0.843504706730372,0.711053155836749,0.504072627741404,0.355806813886647,0.249599955877825,0.119023697442099,0
2248,1CMT_IV,1,0.932716009342479,0.868459800680192,0.748491859415679,0.639078106010501,0.539290035063998,0.365278159303663,0
2249,1CMT_IV,1,0.846146376936586,0.715495614823389,0.510333388146363,0.362386497173324,0.255698814439964,0.123284709501929,0
2253,1CMT_IV,1,0.905909193012041,0.819536446723196,0.667464685896543,0.539317921516661,0.431332105269344,0.263654889440431,0
